,Date,TweetID,Text,BTC Price,User Location,User follower count,UserFollowingCount,User Verified,Quote Status?,AccountCreationDate,Default Profile Theme?,DefaultProfileImage,TotalAccountLikes,Subjectivity,Polarity
174,7/14/2021,1.41538E+18,New post (Bitcoin price returns to 'critical' pivot zone as $33K stays untouched) has been published on CRYPTO INFO SITE -  ,32807.19,,658,1975,FALSE,FALSE,6/14/2011 4:13,TRUE,FALSE,1975,0.627272727,0.068181818
187,7/14/2021,1.41538E+18," That one of the best projects forever. Here I see some great project conditions for future investment. in the market, this project is one of the successful project. Nint Nintcoin Robinhood Bitcoin  cryptocurrency",32807.19,,3535,4965,FALSE,FALSE,11/17/2019 6:22,TRUE,FALSE,4965,0.53125,0.6375
199,7/14/2021,1.41538E+18,Hey  .. you were all excited about July 14... was this it? nationalnudeday.  Does bitcoin fix this? ,32807.19,,1161,165,FALSE,TRUE,12/12/2008 0:53,FALSE,FALSE,165,0.75,0.375
203,7/14/2021,1.41538E+18," True. But what if the Bitcoin wallet is stored unencrypted, with no passphrase? anyone can just copy it, and spend all of the bitcoins within.",32807.19,root@yourserver:~#,102,468,FALSE,FALSE,11/23/2015 20:24,FALSE,FALSE,468,0.65,0.35
218,7/14/2021,1.41538E+18,"Greenidge Joins Foundry USA, Deal Gives Bitcoin’s Fifth-Largest Pool 800 Petahash - Greenidge Generation Holdings Inc., the mining firm based in Upstate New York, has announced the company has partnered with the Digital... - ",32807.19,,500,597,FALSE,FALSE,8/1/2012 5:16,FALSE,FALSE,597,0.284848485,-0.021212121
222,7/14/2021,1.41538E+18,"I found bitcoin in a User vault at this location! Join me playing coinhuntworld, It's awesome!  cryptocurrency 4866 ",32807.19,Canada,77,473,FALSE,FALSE,2/26/2018 16:05,FALSE,FALSE,473,1,1
242,7/14/2021,1.41538E+18,"A single Bitcoin transaction has a bigger carbon footprint than 100,000 hours of YouTube videos  ",32807.19,,130,154,FALSE,FALSE,12/13/2010 16:34,FALSE,FALSE,154,0.357142857,-0.035714286
254,7/14/2021,1.41538E+18,   Sounds like CEO of Bitcoin is in trouble now,32807.19,,1208,397,FALSE,FALSE,5/23/2018 22:05,TRUE,FALSE,397,0.2,-0.2
265,7/14/2021,1.41538E+18,Ghana set to become first African country to pilot a CBDC ,32807.19,United States of America,11889,1928,FALSE,FALSE,5/11/2013 14:36,TRUE,FALSE,1928,0.166666667,0.125
276,7/14/2021,1.41538E+18,[1D] Bitcoin market is weakly trending down current momentum suggests the market is neutral. pips technicalanalysis news visit:  for more!,32807.19,,417,195,FALSE,FALSE,8/24/2015 14:03,FALSE,FALSE,195,0.453472222,0.023611111
297,7/14/2021,1.41538E+18,Bitcoin is a flawless master piece. ,32807.19,,225,418,FALSE,TRUE,7/3/2020 18:38,TRUE,FALSE,418,1,1
326,7/14/2021,1.41538E+18,Good Airdrop   ️very strong project don’t miss gays fast join go goBot Airdrop Link: Video link:Airdrop Airdrops Airdropinspector WeBlock WON Crypto Bitcoin ,32807.19,,15,389,FALSE,TRUE,8/24/2020 16:14,TRUE,FALSE,389,0.644444444,0.444444444
336,7/14/2021,1.41538E+18,"   It does, because MSTR sells their own stock to buy Bitcoin",32807.19,,353,248,FALSE,FALSE,5/24/2018 21:19,TRUE,FALSE,248,1,0.6
337,7/14/2021,1.41538E+18,"  Nope, not following it that closely. It's a hard problem to solve,  but once solved I expect a frenzy as every protocol will likely want to leverage that",32807.19,Asgard,10013,4318,FALSE,FALSE,7/10/2011 16:14,FALSE,FALSE,4318,0.547222222,-0.097222222
339,7/14/2021,1.41538E+18,A while back we called the focus on to incoming inflation. Bitcoin did also and that is why it is a leading indicator like the global $vix Pay attention - Freedom is not free.,32807.19,United States of America,1007,1032,FALSE,FALSE,3/16/2018 12:31,FALSE,FALSE,1032,0.266666667,-0.066666667
340,7/14/2021,1.41538E+18,"  I am not talking about Lightning right now. I am talking about Bitcoin. So you know how Bitcoin works, right? ",32807.19,Bitcoin,3213,1197,FALSE,TRUE,8/12/2016 13:18,TRUE,FALSE,1197,0.535714286,0.285714286
346,7/14/2021,1.41538E+18,My Alarm is ringing to stack the sats. As everyone is fearful . It's time to be bold ! What are you guys doing? btc bitcoin ,32807.19,Join our telegram channel 👉,304,1713,FALSE,FALSE,11/10/2017 11:52,FALSE,FALSE,1713,0.833333333,-0.241666667
387,7/14/2021,1.41538E+18," Supply of bitcoins is 21M, supply of digital USD is unlimited.  One thing is sure. CB:s are and will inflate sovereign debts in the future.   I choose bitcoin",32807.19, Helsinki,53,141,FALSE,FALSE,5/16/2018 18:00,FALSE,FALSE,141,0.337962963,0.166666667
391,7/14/2021,1.41538E+18,"Building Bitcoin infra is cool and exciting, but you know what’s hard?Scaling Bitcoin infra",32807.19,,251,475,FALSE,FALSE,8/19/2013 1:15,FALSE,FALSE,475,0.725,0.325
395,7/14/2021,1.41538E+18,I just had a friend of mine who is an Edward Jones Advisor call me to explain to him about Bitcoin and crypto. Says his contract won't allow him to buy any such currency or crypto.I said that's too bad....I will remember you when I get rich. $tel telcoin telfam,32807.19,,2228,4869,FALSE,FALSE,8/22/2010 17:45,FALSE,FALSE,4869,0.625,0.1875
401,7/14/2021,1.41538E+18," Why are they just suddenly waking up now? We've been saying it for years. Now, it is too little, too late. The better technology has already won. Bitcoin",32807.19,,217,1272,FALSE,FALSE,2/21/2018 4:29,TRUE,FALSE,1272,0.525,0.003125
408,7/14/2021,1.41538E+18,"FF Follow FridayFollow The Best Crypto Influencers today!Oh no wait, I'm on the wrong dimension ... again.bitcoin ethereum shibainu doge hex milliontoken xrp litecoin chainlink monero ",32807.19,,511,512,FALSE,FALSE,12/28/2011 5:49,TRUE,FALSE,512,0.6,0.25
416,7/14/2021,1.41538E+18,     Yes he sees the desperate attempts to please him. He knows you want him to pump your bags. OoOo bitcoin is so green!!! lol!!!,32807.19,BLAHBLAHBLAHBLAHBLAHBLAHBLAHBLAHBLAHBLAHBLAHBLAHBLAHBLAHBLAHBLAHBLAHBLAHBLAHBLAHBLAHBLAHBLAHBLAHBLAHBLAHBLAHBLAHBLAHBLAHBLAHBLAHBLAHBLAHBLAHBLAHBLAH!!,13,179,FALSE,FALSE,10/19/2020 15:45,TRUE,FALSE,179,0.666666667,0.003125
421,7/14/2021,1.41538E+18,businessman bitcoin tumblr twitter facebook instagram dogecoin socialmedia tiktok doge deal gift gifts giftideas shop shopping affiliatemarketing  15% off New Products Amazon Brands ,32807.19,United States of America,67590,6566,FALSE,FALSE,6/25/2012 4:38,FALSE,FALSE,6566,0.454545455,0.136363636
426,7/14/2021,1.41538E+18, Bitcoin eoy $180-300K is more probable imo,32807.19,,59,442,FALSE,FALSE,10/3/2011 11:28,FALSE,FALSE,442,0.5,0.5
429,7/14/2021,1.41538E+18,linkedin twitter birthdayweekend facebook instagram tiktok socialmedia tumblr dogecoin deal gift gifts giftideas shop shopping affiliatemarketing bitcoin popcorn Enjoy $10 off Orders of $50+ - Use code IR10 - ,32807.19,United States of America,67590,6566,FALSE,FALSE,6/25/2012 4:38,FALSE,FALSE,6566,0.5,0.4
440,7/14/2021,1.41538E+18," My survival depends on your help.$ 1,000 &amp; $500 &amp;300 &amp; 200  is enough for me.It makes me very happy if someone helpshelp meBitcoinBTC elonMask Michaelsaylor wallet(bitcoin):bc1qvm3pqyh8k396n5arc4aazgejk4g5fwe4l86nl8",32807.19,United States of America,58,220,FALSE,FALSE,4/29/2017 18:21,TRUE,FALSE,220,0.75,0.5
450,7/14/2021,1.41538E+18,"   Certainly for the yield, which was only made possible thanks to the Bitcoin backing. Do you think they would still go for it if they consider the slightest risk of it defaulting? I don’t think so. That comes from a minimum conviction in the potential future performance of BTC",32807.19,United States of America,102,1681,FALSE,FALSE,2/21/2015 20:49,TRUE,FALSE,1681,0.649404762,0.069047619
453,7/14/2021,1.41538E+18,Safest form of money for the ruling class and their ultra wealthy cronies.Dangerously unsafe for everyone else.Bitcoin ,32807.19,PGP: 06F0 E404 717E 744D,1257,783,FALSE,TRUE,6/24/2008 15:59,FALSE,FALSE,783,1,0.5
470,7/14/2021,1.41538E+18,Bitcoin Decoded with Jesse Cramer from The Best Interest PFshare via  ,32807.19,In the kitchen junk drawer,4439,3491,FALSE,FALSE,9/2/2009 14:41,TRUE,FALSE,3491,0.3,1
475,7/14/2021,1.41538E+18, I would like to introduce you to Bitcoin Mining where you can make up to a minimum of 80% profit of your investment and 85% max. Without having to send out your funds to anyone. You earn directly via your wallet,32807.19,United States of America,172,217,FALSE,FALSE,1/2/2020 8:20,TRUE,FALSE,217,0.4,0.1
480,7/14/2021,1.41538E+18,[1D] Bitcoin market is weakly trending down current momentum suggests the market is neutral. trading investor binaryoptions visit:  for more!,32807.19,,417,195,FALSE,FALSE,8/24/2015 14:03,FALSE,FALSE,195,0.453472222,0.023611111
488,7/14/2021,1.41538E+18,"The lack of investment in bitcoin + bitcoin focused startups compared to malinvestment in the same, overly competitive sub-sectors of fintech will be shocking and laughable in hindsight ",32807.19,United States of America,1262,1607,FALSE,TRUE,1/2/2016 16:39,TRUE,FALSE,1607,0.708333333,-0.5
495,7/14/2021,1.41538E+18,Bitcoin miners once again in accumulation mode. The recent sell off was almost exclusively related to China FUD and needing to fund moving operations to Texas. Translation  miners are waiting for higher prices. ,32807.19,,8411,306,FALSE,FALSE,10/13/2017 7:43,FALSE,FALSE,306,0.383333333,0.083333333
529,7/14/2021,1.41538E+18,"  A poor person is poor because he never understood finance so he is never gonna JP and will say, you are making me poor. But we bitcoin understand well.",32807.19,United States of America,329,2507,FALSE,FALSE,1/2/2018 13:20,TRUE,FALSE,2507,0.6,-0.4
542,7/14/2021,1.41538E+18,Join MaticBot - The Best Bitcoin Arbitrage investment online:  ,32807.19,Worldwide,1962,2100,FALSE,TRUE,9/17/2013 1:38,FALSE,FALSE,2100,0.3,1
554,7/14/2021,1.41538E+18," Not sure about crypto but can confirm bitcoiners come from all political spectrum. bitcoin doesn't care about your religion, race, sex or political identity.",32807.19,United States of America,708,1169,FALSE,FALSE,7/1/2015 21:06,TRUE,FALSE,1169,0.362962963,-0.083333333
556,7/14/2021,1.41538E+18,"  My survival depends on your help.$ 1,000 &amp; $500 &amp;300 &amp; 200  is enough for me.It makes me very happy if someone helpshelp meBitcoinBTC elonMask Michaelsaylor wallet(bitcoin):bc1qvm3pqyh8k396n5arc4aazgejk4g5fwe4l86nl8",32807.19,United States of America,58,220,FALSE,FALSE,4/29/2017 18:21,TRUE,FALSE,220,0.75,0.5
579,7/14/2021,1.41538E+18," Dogecoin is a copycat of bitcoin with different inputs and explicitly made as a joke, it's not like he was going out to prove the good of crypto in the first place. I feel this is much more psychological and personal for him being the creator of the first meme coin.",32807.19,,3029,2194,FALSE,FALSE,5/1/2019 9:04,FALSE,FALSE,2194,0.395238095,0.242857143
581,7/14/2021,1.41538E+18,Investing in Bitcoin as an Effective Retirement Strategy ,32807.19,Pune,1295,517,FALSE,FALSE,6/6/2010 16:01,FALSE,FALSE,517,0.8,0.6
586,7/14/2021,1.41538E+18,Ethereum bounces but ETH price in danger of turning $2.3K into new resistance Bitcoin ethereum via  ,32807.19,"Wroclaw, Poland",1040,892,FALSE,FALSE,3/20/2009 14:42,TRUE,FALSE,892,0.454545455,0.136363636
592,7/14/2021,1.41538E+18, Best project ever تأیید I am very happy to be participating in this project. I hope this project will gain more popularity in the future.Bitcoin Ispector  MarketCapBNB  Weblock,32807.19,کرمان,16,171,FALSE,FALSE,4/10/2019 3:05,TRUE,FALSE,171,0.6,0.833333333
596,7/14/2021,1.41538E+18,  Great projectbitcoin ETH BNB  ,32807.19,Japan,348,2097,FALSE,FALSE,6/11/2018 18:49,TRUE,FALSE,2097,0.75,0.8
607,7/14/2021,1.41538E+18,"Bitcoin doesn't require a bank or military to protect it. It runs this SHA-256 hash function 96,000,000,000,000,000,000 times per second to secure the property rights of 7.6 billion people. ",32807.19,DMs open for submissions ,521630,1059,FALSE,FALSE,12/12/2020 15:26,TRUE,FALSE,1059,0.233333333,0.1
608,7/14/2021,1.41538E+18," Its over, Bitcoin is dead.",32807.19,,527,1028,FALSE,FALSE,7/30/2014 2:44,TRUE,FALSE,1028,0.4,-0.2
614,7/14/2021,1.41538E+18,Join MaticBot - The Best Bitcoin Arbitrage investment online:  ,32807.19,Worldwide,1962,2100,FALSE,TRUE,9/17/2013 1:38,FALSE,FALSE,2100,0.3,1
617,7/14/2021,1.41538E+18,ECB is looking to design a digital euro more energy-efficient than bitcoin By Cointelegraph  ,32807.19,Matter Doesn't Matter,59360,13903,FALSE,FALSE,1/7/2014 23:52,FALSE,FALSE,13903,0.25,0.25
637,7/14/2021,1.41538E+18,[1D] Bitcoin market is weakly trending down current momentum suggests the market is neutral. currency btc crypto visit:  for more!,32807.19,,417,195,FALSE,FALSE,8/24/2015 14:03,FALSE,FALSE,195,0.453472222,0.023611111
640,7/14/2021,1.41538E+18,  REvil Ransomware completely disappeared from Darknet.And we mean completely. Russia must have intervened.Good for Bitcoin.,32807.19,mostly 3rd planet from the sun,79,876,FALSE,FALSE,8/5/2019 10:50,TRUE,FALSE,876,0.495833333,-0.0375
651,7/14/2021,1.41538E+18, This awesome project sucses and go to the moon    Airdrop Airdrops Airdropinspector WeBlock WON Crypto Bitcoin,32807.19,,39,711,FALSE,FALSE,12/25/2020 7:51,TRUE,FALSE,711,1,1
658,7/14/2021,1.41538E+18, I think before sharing any thoughts it would first be important to understand why the Federal Reserve changed the way M2 is calculated in May 2021. I have no idea why and would guess it is to hide things. Either way bullish for Bitcoin.,32807.19,🇲🇽 🇺🇸 ,20569,3272,FALSE,FALSE,11/17/2017 21:57,TRUE,FALSE,3272,0.666666667,0.325
705,7/14/2021,1.41538E+18,"  As we all know, peoples are talking about inflation. We need to do something about it, to save our asset, and Crypto is a solution. By buying Bitcoin    the value of our asset will be secure as it will not decrease but increase. DM me If you are interested for more info.",32807.19,United States of America,2240,1539,FALSE,FALSE,7/4/2019 9:51,TRUE,FALSE,1539,0.533333333,0.383333333
706,7/14/2021,1.41538E+18,This is great episode with ...enjoy!Bitcoin.  ,32807.19,,112,172,FALSE,FALSE,12/3/2020 21:14,TRUE,FALSE,172,0.75,0.8
709,7/14/2021,1.41538E+18,Join MaticBot - The Best Bitcoin Arbitrage investment online:  ,32807.19,Worldwide,1962,2100,FALSE,TRUE,9/17/2013 1:38,FALSE,FALSE,2100,0.3,1
712,7/14/2021,1.41538E+18, Bitcoin fixes this by adding new rich douchebags,32807.19,United States of America,443322,373,TRUE,FALSE,4/12/2009 18:54,TRUE,FALSE,373,0.602272727,0.255681818
715,7/14/2021,1.41538E+18,Win up to 1Billion  each week!Join our PoodlParty and compete in that weekly competition.1. Connect to Telegram: 2. Ask how it's working3. Be productive and win that competitionBing Bang Boom!poodl altcoin bitcoin btc bnb ,32807.19,Deutschland 🇩🇪      日本 🇯🇵 ,148,145,FALSE,FALSE,8/6/2010 12:45,FALSE,FALSE,145,0.4,0.8
723,7/14/2021,1.41538E+18, probably invest into bitcoin when it was worth a fraction of a cent,32807.19,He/him,399,371,FALSE,FALSE,12/11/2019 22:49,TRUE,FALSE,371,0.1,0.3
731,7/14/2021,1.41538E+18," As we all know, peoples are talking about inflation. We need to do something about it, to save our asset, and Crypto is a solution. By buying Bitcoin    the value of our asset will be secure as it will not decrease but increase. DM me If you are interested for more info.",32807.19,United States of America,2240,1539,FALSE,FALSE,7/4/2019 9:51,TRUE,FALSE,1539,0.533333333,0.383333333
737,7/14/2021,1.41538E+18,Full monetary surveillance incoming. Bitcoin Fi es this. BTC ,32807.19,,140,1235,FALSE,TRUE,8/21/2019 14:14,TRUE,FALSE,1235,0.55,0.35
763,7/14/2021,1.41538E+18," As we all know, peoples are talking about inflation. We need to do something about it, to save our asset, and Crypto is a solution. By buying Bitcoin    the value of our asset will be secure as it will not decrease but increase. DM me If you are interested for more info.",32807.19,United States of America,2240,1539,FALSE,FALSE,7/4/2019 9:51,TRUE,FALSE,1539,0.533333333,0.383333333
766,7/14/2021,1.41538E+18,Join MaticBot - The Best Bitcoin Arbitrage investment online:  ,32807.19,Worldwide,1962,2100,FALSE,TRUE,9/17/2013 1:38,FALSE,FALSE,2100,0.3,1
770,7/14/2021,1.41538E+18,"I would rather use USDC than a government coin purely because i don’t live in the USAWhy would i want the US Government knowing how much money i have? Seems like a bad ideaBut hey, you go make your digital dollar, LETS PUMP BITCOIN TOGETHER JEROME!! ",32807.19,Monaco,110612,1036,FALSE,TRUE,10/3/2016 14:11,FALSE,FALSE,1036,0.373333333,-0.02987013
779,7/14/2021,1.41538E+18,[1D] Bitcoin market is weakly trending down current momentum suggests the market is neutral. investing best crypto visit:  for more!,32807.19,,417,195,FALSE,FALSE,8/24/2015 14:03,FALSE,FALSE,195,0.422777778,0.218888889
785,7/14/2021,1.41538E+18,"On-Chain Data Suggests Bitcoin Will Rise to $157,000 After ‘Weird Pullback’ Ends: Analyst Willy Woo ",32807.19,"San Rafael, CA & Cleveland, OH",2379,4840,FALSE,FALSE,12/5/2008 18:05,FALSE,FALSE,4840,1,-0.5
790,7/14/2021,1.41538E+18," I see Bitcoin as ultimately becoming a reserve currency for banks, playing much the same role as gold did in the early days of banking. Banks could issue digital cash with greater anonymity and lighter weight, more efficient transactions. Love Cryptosada",32807.19,Undefined. ,4004,382,FALSE,FALSE,11/3/2009 12:29,FALSE,FALSE,382,0.384375,0.28125
793,7/14/2021,1.41538E+18,If Bitcoin breaks the support line then  get my uniform ready,32807.19,United Kingdom,8973,3795,FALSE,FALSE,11/22/2010 12:49,FALSE,FALSE,3795,0.5,0.2
798,7/14/2021,1.41538E+18," As we all know, peoples are talking about inflation. We need to do something about it, to save our asset, and Crypto is a solution. By buying Bitcoin    the value of our asset will be secure as it will not decrease but increase. DM me If you are interested for more info.",32807.19,United States of America,2240,1539,FALSE,FALSE,7/4/2019 9:51,TRUE,FALSE,1539,0.533333333,0.383333333
801,7/14/2021,1.41538E+18," I see Bitcoin as ultimately becoming a reserve currency for banks, playing much the same role as gold did in the early days of banking. Banks could issue digital cash with greater anonymity and lighter weight, more efficient transactions. Love Cryptoqweqwe",32807.19,Undefined. ,4004,382,FALSE,FALSE,11/3/2009 12:29,FALSE,FALSE,382,0.384375,0.28125
806,7/14/2021,1.41538E+18,"And in the future...over time...bitcoin &amp; bitcoiners will naturally increase in power &amp; influence as adoption, institutionalization &amp; wealth accretes.  All this can be accomplished without conflict.  But cash must remain &amp; CBDCs thwarted.  If they kill cash its over imo.",32807.19,,667,984,FALSE,FALSE,7/17/2017 0:35,TRUE,FALSE,984,0.45,0.15
812,7/14/2021,1.41538E+18,NewYork was amazing!!! $feg FEGarmy timessquare feg FEGtoken Crypto FEGROX ToTheMoon Bitcoin ,32807.19,,91,172,FALSE,FALSE,11/2/2015 0:42,TRUE,FALSE,172,0.9,1
813,7/14/2021,1.41538E+18," I see Bitcoin as ultimately becoming a reserve currency for banks, playing much the same role as gold did in the early days of banking. Banks could issue digital cash with greater anonymity and lighter weight, more efficient transactions. Love Cryptodsf",32807.19,Undefined. ,4004,382,FALSE,FALSE,11/3/2009 12:29,FALSE,FALSE,382,0.384375,0.28125
820,7/14/2021,1.41538E+18," I see Bitcoin as ultimately becoming a reserve currency for banks, playing much the same role as gold did in the early days of banking. Banks could issue digital cash with greater anonymity and lighter weight, more efficient transactions. Love Cryptoqw",32807.19,Undefined. ,4004,382,FALSE,FALSE,11/3/2009 12:29,FALSE,FALSE,382,0.384375,0.28125
825,7/14/2021,1.41538E+18,"  Good! MSNBC *should* be a union shop.By the same bitcoin, FOX should be onboarding  HR veterans and management tools.",32807.19,Canada,3860,5001,FALSE,FALSE,2/29/2008 21:06,FALSE,FALSE,5001,0.3625,0.4375
828,7/14/2021,1.41538E+18," I see Bitcoin as ultimately becoming a reserve currency for banks, playing much the same role as gold did in the early days of banking. Banks could issue digital cash with greater anonymity and lighter weight, more efficient transactions. Love Crypto",32807.19,Undefined. ,4004,382,FALSE,FALSE,11/3/2009 12:29,FALSE,FALSE,382,0.384375,0.28125
834,7/14/2021,1.41538E+18,"   As we all know, peoples are talking about inflation. We need to do something about it, to save our asset, and Crypto is a solution. By buying Bitcoin    the value of our asset will be secure as it will not decrease but increase. DM me If you are interested for more info.",32807.19,United States of America,2240,1539,FALSE,FALSE,7/4/2019 9:51,TRUE,FALSE,1539,0.533333333,0.383333333
836,7/14/2021,1.41538E+18," I see Bitcoin as ultimately becoming a reserve currency for banks, playing much the same role as gold did in the early days of banking. Banks could issue digital cash with greater anonymity and lighter weight, more efficient transactions. Love Cryptoqweq",32807.19,Undefined. ,4004,382,FALSE,FALSE,11/3/2009 12:29,FALSE,FALSE,382,0.384375,0.28125
843,7/14/2021,1.41538E+18,    He’s just upset that he spent his pocket money on Bitcoin and the arse fell out of it,32807.19,,353,710,FALSE,FALSE,2/21/2015 20:37,FALSE,FALSE,710,0.1,-0.1
844,7/14/2021,1.41538E+18," I see Bitcoin as ultimately becoming a reserve currency for banks, playing much the same role as gold did in the early days of banking. Banks could issue digital cash with greater anonymity and lighter weight, more efficient transactions. Love Cryptoasdw",32807.19,Undefined. ,4004,382,FALSE,FALSE,11/3/2009 12:29,FALSE,FALSE,382,0.384375,0.28125
852,7/14/2021,1.41538E+18," Democrats in Congress supported the 2008 bailout 172-63.Bill Clinton loosened mortgage requirements, enabling  Fannie/Freddie to backstop predatory loans.Both parties are anti fiscal freedom, but its not pretty if you want to paint Bitcoin as ""right wing"" ",32807.19,PGP: DFDC B56E 1F2A 71E0 E355,1627,843,FALSE,FALSE,6/25/2009 3:19,TRUE,FALSE,843,0.767857143,0.080357143
856,7/14/2021,1.41538E+18, But you still would need more Bitcoin,32807.19,Stuttgart,463,1049,FALSE,FALSE,7/3/2012 17:48,FALSE,FALSE,1049,0.5,0.5
857,7/14/2021,1.41538E+18,Join MaticBot - The Best Bitcoin Arbitrage investment online:  ,32807.19,Worldwide,1962,2100,FALSE,TRUE,9/17/2013 1:38,FALSE,FALSE,2100,0.3,1
859,7/14/2021,1.41538E+18," As we all know, peoples are talking about inflation. We need to do something about it, to save our asset, and Crypto is a solution. By buying Bitcoin    the value of our asset will be secure as it will not decrease but increase. DM me If you are interested for more info.",32807.19,United States of America,2240,1539,FALSE,FALSE,7/4/2019 9:51,TRUE,FALSE,1539,0.533333333,0.383333333
860,7/14/2021,1.41538E+18," I see Bitcoin as ultimately becoming a reserve currency for banks, playing much the same role as gold did in the early days of banking. Banks could issue digital cash with greater anonymity and lighter weight, more efficient transactions. Love Cryptoasd",32807.19,Undefined. ,4004,382,FALSE,FALSE,11/3/2009 12:29,FALSE,FALSE,382,0.384375,0.28125
861,7/14/2021,1.41538E+18,  I would like to introduce you to Bitcoin Mining where you can make up to a minimum of 80% profit of your investment and 85% max. Without having to send out your funds to anyone. You earn directly via your wallet,32807.19,United States of America,172,217,FALSE,FALSE,1/2/2020 8:20,TRUE,FALSE,217,0.4,0.1
870,7/14/2021,1.41538E+18,  I think it's great project  This project is very strong    CMC BSC Ethereum CWT Airdrop BNB,32807.19,"झारखंड, भारत",18,358,FALSE,FALSE,9/25/2020 13:31,TRUE,FALSE,358,0.851666667,0.681666667
871,7/14/2021,1.41538E+18," I see Bitcoin as ultimately becoming a reserve currency for banks, playing much the same role as gold did in the early days of banking. Banks could issue digital cash with greater anonymity and lighter weight, more efficient transactions. Love Crypto",32807.19,Undefined. ,4004,382,FALSE,FALSE,11/3/2009 12:29,FALSE,FALSE,382,0.384375,0.28125
