,Date,TweetID,Text,BTC Price,User Location,User follower count,UserFollowingCount,User Verified,Quote Status?,AccountCreationDate,Default Profile Theme?,DefaultProfileImage,TotalAccountLikes,Subjectivity,Polarity
115,7/13/2021,1.41497E+18,"wow amazing Thanks to  tech, Maiar enables anyone to get a Bitcoin wallet in just a few seconds.  ",32655.52,Sri Lanka,191,1410,FALSE,TRUE,1/7/2018 19:34,TRUE,FALSE,1410,0.55,0.175
173,7/13/2021,1.41497E+18,"This project stands out from others for its realism and excellent qualities of the team, which is focused on achieving real results.I am confident in the success of this project.I have chosen and completely believe in this project. LOCK swap DefI farm bitcoin ",32655.52,India,15239,438,FALSE,TRUE,11/30/2015 5:22,FALSE,FALSE,438,0.506666667,0.42
190,7/13/2021,1.41497E+18,Horse Racing Odds Shortening    DogeArmy bitcoin Tuesday DogecoinHODLDereham 16:40 Bath. Early odds 7 price now...,32655.52,BAT Tips accepted here,639,685,FALSE,FALSE,11/24/2017 16:52,TRUE,FALSE,685,0.3,0.1
195,7/13/2021,1.41497E+18,Grayscale Bitcoin Fund Advances ETF Plans With New Partnership - Bloomberg ,32655.52,,18297,10232,FALSE,FALSE,11/4/2009 18:04,FALSE,FALSE,10232,0.454545455,0.136363636
222,7/13/2021,1.41497E+18,"CryptocurrencyCryptocurrency_priceToday everyone knows about bitcoin, but have you ever thought of launching your own cryptocurrency with hardly any technical knowledge. It’s not that difficult, there are just a few things you’ll need first. ",32655.52,Bangladesh,2364,3404,FALSE,FALSE,11/25/2015 8:51,FALSE,FALSE,3404,0.5125,-0.023611111
224,7/13/2021,1.41497E+18, Ghana would be great for Bitcoin. Lots of renewable hydro power.,32655.52,mostly 3rd planet from the sun,78,872,FALSE,FALSE,8/5/2019 10:50,TRUE,FALSE,872,0.75,0.8
264,7/13/2021,1.41497E+18,Not counting chickensBut Bitcoin will most likelySurpass Gold in MCap,32655.52,cryptosbulls.com,4629,1047,FALSE,FALSE,12/22/2019 5:35,TRUE,FALSE,1047,0.5,0.5
268,7/13/2021,1.41497E+18,"Live Bitcoin Price: $32,661That's a decrease of 2.50% in the last 24hrs! Perfect time to jump in?! Buy with Binance and save 20% on buying fees FOREVER via the link below...Bitcoin Binance Crypto Doge",32655.52,United Kingdom,39899,7509,FALSE,FALSE,3/9/2011 18:59,FALSE,FALSE,7509,0.522222222,0.378787879
273,7/13/2021,1.41497E+18,"The dollar is run by an unaccountable private org that creates money from thin air to buy debt from banks, who in turn loan out 10x their reserves so people can go deeper in debt while their savings get diluted. But please, tell me your personal nitpick about bitcoin again.",32655.52,the internets,10226,7798,FALSE,FALSE,5/22/2016 17:47,TRUE,FALSE,7798,0.508333333,-0.133333333
296,7/13/2021,1.41497E+18,Police Set New UK Record Seizing £180 Million Worth of Cryptocurrency – Bitcoin News,32655.52,Oracles and Blockchain,4090,402,FALSE,FALSE,11/21/2017 20:10,TRUE,FALSE,402,0.277272727,0.218181818
312,7/13/2021,1.41497E+18," Even though you’re 100% right, too.  now you know what the people who own bitcoin are like, if you didn’t before.",32655.52,,10,189,FALSE,FALSE,8/24/2019 0:49,TRUE,FALSE,189,0.767857143,0.442857143
322,7/13/2021,1.41497E+18,Its a perfect day to stack on Swan    Chris for $10 Free Bitcoin ,32655.52,United States of America,7696,6093,FALSE,FALSE,4/19/2009 18:21,FALSE,FALSE,6093,0.9,0.7
337,7/13/2021,1.41497E+18,We should really love shorts Along with Saylor they’re the only ones guaranteed to buy bitcoin at a later dateSelling short is a promise to buy back later after allBitcoin,32655.52,Tromsø,16,212,FALSE,FALSE,5/7/2012 11:37,TRUE,FALSE,212,0.316666667,0.083333333
357,7/13/2021,1.41497E+18,I’ve been in the hospital for the past week for extremely high blood pressure. People used to tell me all the time to take my meds. I’m not playing this time. It’s time for some adjustments in my life.Hopefully I go home today.  prayforme dogecoin cryptocurrency Bitcoin,32655.52,United States of America,590,1078,FALSE,FALSE,4/24/2020 17:17,TRUE,FALSE,1078,0.395,-0.045
379,7/13/2021,1.41497E+18,  Im pretty sure he thought all these 2nd quarter institutional reports would expose the bitcoin on  balance sheets. But i think he overestimated the real adoption No way Apple is going to hold BitcoinAnd it doesnt really matter,32655.52,United States of America,142,273,FALSE,FALSE,2/20/2019 15:38,TRUE,FALSE,273,0.477777778,0.23
388,7/13/2021,1.41497E+18,"After waiting more than 2 months for an account « review », still no consideration and no information. I strongly recommend you to NEVER INVEST WITH COINBASE Coinbase coinbasepro Crypto cryptocurrency Bitcoin Ethereum dogecoin  ",32655.52,,155,874,FALSE,FALSE,9/27/2018 19:02,TRUE,FALSE,874,0.616666667,0.466666667
402,7/13/2021,1.41497E+18, Best Websites to Earn Free Bitcoin :Enjoy!! ️️️,32655.52,,87,111,FALSE,FALSE,2/20/2015 7:16,TRUE,FALSE,111,0.533333333,0.675
411,7/13/2021,1.41497E+18,"  Your Master's Voice, CSW, says he issued 21M coins at launch out of thin air. ""All coins were issued at the instant I launched Bitcoin in 2009""",32655.52,no/w/here,98,101,FALSE,FALSE,4/23/2018 14:17,TRUE,FALSE,101,0.758333333,-0.2
421,7/13/2021,1.41497E+18, You are completely correct! BSV is more than just currency. Bitcoin is money.,32655.52,United Kingdom,1524,562,FALSE,FALSE,8/17/2010 10:25,FALSE,FALSE,562,0.45,0.3125
432,7/13/2021,1.41497E+18,"  Hopefully this project is a success and then it becomes one of the best cryptos, I am enthusiastic about participating in this and also supporting it, I like your projects "" KUAPE KUCOIN KCC MEME BITCOIN KUAPEFINANCE """,32655.52,,27,474,FALSE,FALSE,7/28/2018 7:01,TRUE,FALSE,474,0.3625,0.5375
450,7/13/2021,1.41497E+18,Bugg_finace is Good opportunity For crypto loversBuy now on  in low rate in fee days price High     ,32655.52,United States of America,1850,2790,FALSE,FALSE,5/2/2012 1:14,TRUE,FALSE,2790,0.48,0.286666667
452,7/13/2021,1.41497E+18,"JoinThanks to  tech, Maiar enables anyone to get a Bitcoin wallet in just a few seconds.  ",32655.52,Indonesia,583,1021,FALSE,TRUE,2/20/2018 5:41,TRUE,FALSE,1021,0.1,-0.2
454,7/13/2021,1.41497E+18, This is definitely going to be HUGE!  as the team has been an inspiration in their innovative approaches towards achieving the project goals and visions. Bitcoin maiar Amplify,32655.52,,52,1112,FALSE,FALSE,7/6/2019 17:33,TRUE,FALSE,1112,0.8,0.333333333
500,7/13/2021,1.41497E+18,"i haven't got my COVID cert yet, but i did check my spam box and apparently i have a load of Bitcoin I forgot about worth a few mill. Suck it, Losers , i'm off to buy an island!",32655.52,dublin,378,460,FALSE,FALSE,11/10/2014 17:24,FALSE,FALSE,460,0.1875,-0.025
548,7/13/2021,1.41497E+18,"Don't allow greed to turn you into a dick.  Be kind after bitcoin goes parabolic, even to the douchebags that laughed when you tried to tell them.  Cheers and have a great day! ",32655.52,,336,493,FALSE,FALSE,2/6/2013 14:32,TRUE,FALSE,493,0.616666667,0.766666667
550,7/13/2021,1.41497E+18,School Friday wears are also made here We give your schools quality Friday wearsDurable and very comfortableDM to place orders nowProduction(mass and bespoke) Bitcoin Tems Nigerians Ibadan Africans Buhari Lauretta Onochie Stephen Abeg Werey Black Widow UEFA ,32655.52,Lagos,167,257,FALSE,FALSE,3/29/2010 6:40,TRUE,FALSE,257,0.366666667,0.016666667
551,7/13/2021,1.41497E+18," bitcoin has come to its limite let the space to MillionToken the new digital 1,000,000 supply",32655.52,THE UNIVERSE ,72,438,FALSE,FALSE,3/25/2012 18:15,TRUE,FALSE,438,0.227272727,0.068181818
556,7/13/2021,1.41497E+18,The Federal Reserve is robbing you at gunpoint and they have been for a long time. Exit the system. Bitcoin,32655.52,United States of America,114,357,FALSE,FALSE,5/21/2012 20:00,FALSE,FALSE,357,0.4,-0.05
606,7/13/2021,1.41497E+18,  Bitcoin would be better for Ghana,32655.52,mostly 3rd planet from the sun,78,872,FALSE,FALSE,8/5/2019 10:50,TRUE,FALSE,872,0.5,0.5
614,7/13/2021,1.41497E+18,"As for Bitcoin, I don’t really have an answer. I think it comes down to subconsciously watching CT get bearish because of changes in price, where I’m looking at it from a use case. I can’t shake the, “why was it future of France at 4K, but at 1.9k it’s Russian ponzi”",32655.52,,5229,669,FALSE,FALSE,1/5/2020 16:53,TRUE,FALSE,669,0.232777778,0.008888889
622,7/13/2021,1.41497E+18,Looking for lower prices just makes me retardedly bullish not bearish.The fact that I believe there is a reasonable probability that price eventually drops over the coming months triggers you then that's you're prerogative.Not just referring to Bitcoin here but ETH/ALTS.,32655.52,United Kingdom,147028,709,FALSE,FALSE,4/26/2013 7:59,FALSE,FALSE,709,0.7,-0.3
627,7/13/2021,1.41497E+18,"     For now, this is the best way to get a ticket: ",32655.52,United States of America,7885,1112,FALSE,FALSE,1/20/2018 13:50,FALSE,FALSE,1112,0.3,1
648,7/13/2021,1.41497E+18, Update!Daily crypto signals available. Join our telegram channel. Link in the bio!   ethereum DOGECOIN     bitcoin 24573 ,32655.52,,48,117,FALSE,FALSE,6/13/2020 5:06,TRUE,FALSE,117,0.4,0.5
665,7/13/2021,1.41497E+18,Got myself some Bitcoin and Vendetta stickers  yeah new phone cover too. ,32655.52,Malaysia,2676,1418,FALSE,FALSE,7/16/2020 10:22,TRUE,FALSE,1418,0.454545455,0.136363636
666,7/13/2021,1.41497E+18,"nice projectThanks to  tech, Maiar enables anyone to get a Bitcoin wallet in just a few seconds.  ",32655.52,,23,956,FALSE,TRUE,11/5/2020 3:43,TRUE,FALSE,956,0.55,0.2
667,7/13/2021,1.41497E+18,"Political winds change quickly, but both sides try to keep some people out of the financial system. One year it's abortion clinics, the next it's gun shops. Sex work, marijuana...Both sides should support Bitcoin in preparation for when it's their side that's out of power.",32655.52,United States of America,1807,722,FALSE,FALSE,12/6/2017 16:39,TRUE,FALSE,722,0.15,0.083333333
674,7/13/2021,1.41497E+18," Bitcoin just announced it bought 2.5 billion in apples. Some red, some green.",32655.52,,986,791,FALSE,FALSE,8/29/2020 1:46,TRUE,FALSE,791,0.15,-0.1
677,7/13/2021,1.41497E+18,  So I’ve seen this “Apple Buys Bitcoin” fake article a number of times... also this isn’t Elon’s doing but just fake news article to lure new buyers into the market. From my perspective there’s signs of more selling to come so just be prepared and have a plan ,32655.52,United States of America,2829,5002,FALSE,FALSE,12/18/2017 2:40,FALSE,FALSE,5002,0.738636364,-0.090909091
700,7/13/2021,1.41497E+18,  My question to people who are encouraged to buy bitcoin is why they do not buy it themselves when they know that bitcoin is good and will become expensive? Because they buy at a low price and want to sell it to you at a high price to make a profit. Humans to print people's money,32655.52,South Korea,49,416,FALSE,FALSE,7/3/2020 23:04,TRUE,FALSE,416,0.535,0.09
800,7/13/2021,1.41497E+18,"Crypto Flipsider News – July 13th – Bitcoin Trap, Binance Troubles, Ukraine, Razer Accepting Crypto, Nifty’s  Good source of Financialnews Investing realestatenotes ",32655.52,Illinois,781,800,FALSE,FALSE,6/7/2012 13:18,TRUE,FALSE,800,0.3,0.35
809,7/13/2021,1.41497E+18,"good project, hopefully in the future it can be even more successful for the teamAirdrop Airdrops Airdropinspector BSC BinanceSmartChain LazyDoge Crypto Bitcoin ",32655.52,Bangladesh,78,920,FALSE,TRUE,9/7/2016 1:14,TRUE,FALSE,920,0.54375,0.4875
828,7/13/2021,1.41497E+18,3/ Why does correlation exist? A lot of crypto quant trading literally lives off correlation. It’s the base assumption. Otherwise why would a move down on bitcoin or a tweet send a completely unrelated small to mid-cap token down that usually isn’t even heavily traded?,32655.52,United States of America,14681,972,FALSE,FALSE,12/26/2014 3:01,TRUE,FALSE,972,0.446825397,-0.244444444
831,7/13/2021,1.41497E+18,One of the most bullish things for digital assets would be a decoupling from another particularly bitcoinLesser correlation would reduce portfolio risk and thereby enable most to make larger allocationsWe’re clearly still correlated but the past weeks we’ve seen some outliers,32655.52,United States of America,14681,972,FALSE,FALSE,12/26/2014 3:01,TRUE,FALSE,972,0.352380952,0.145238095
836,7/13/2021,1.41497E+18,not a single daily close below 30k$ since 2nd Jan 2021 on bitcoin,32655.52,on the streets,5360,638,FALSE,FALSE,3/7/2019 9:26,TRUE,FALSE,638,0.071428571,0.011904762
859,7/13/2021,1.41497E+18, Ghana should mine Bitcoin Good hydro country,32655.52,mostly 3rd planet from the sun,78,872,FALSE,FALSE,8/5/2019 10:50,TRUE,FALSE,872,0.6,0.7
878,7/13/2021,1.41497E+18,I would not be surprised if Bitcoin goes to 40k ,32655.52,92701,118,181,FALSE,FALSE,8/29/2020 23:59,TRUE,FALSE,181,0.9,0.1
908,7/13/2021,1.41497E+18, Just happened to see an episode of Big Bang Theory last night where they had mined some Bitcoin seven years earlier and forgot about it and realized it was up to 5k. The search for the lost coin was the storyline. Pretty funny actually and I'm sure relatable to too many,32655.52,United States of America,38,315,FALSE,FALSE,4/4/2013 15:25,TRUE,FALSE,315,0.519444444,0.1875
916,7/13/2021,1.41497E+18, HEX cryptocurrency Bitcoinaltcoin  All time high ,32655.52,Juipter 🌙 ,59,183,FALSE,FALSE,1/25/2010 20:39,TRUE,FALSE,183,0.54,0.16
921,7/13/2021,1.41497E+18, knownews  bitcoin BitcoinNews bnb CryptoCurrency ethereum Axie Infinity Game Tokens Skyrocket in  ,32655.52,Here and Now,10398,700,FALSE,FALSE,4/21/2011 13:16,TRUE,FALSE,700,0.4,-0.4
927,7/13/2021,1.41497E+18,"Top 3 Price Prediction Bitcoin, Ethereum, Ripple: BTC anticipates reversal as altcoins wait patiently - FXStreet   Bet with  via  ⟶  √ ",32655.52,🇺🇸,27974,13367,FALSE,FALSE,8/25/2008 3:17,FALSE,FALSE,13367,0.5,0.5
948,7/13/2021,1.41497E+18,"BitcoinBitcoin_newsBitcoin_accountBitcoin_price_todayHello readers, today’s market is a little bit painful for all of us. There is some bloodbath in the market but don’t panic.Now you must think that how low the price of Bitcoin reached.  ",32655.52,Bangladesh,2364,3403,FALSE,FALSE,11/25/2015 8:51,FALSE,FALSE,3403,0.566666667,-0.295833333
962,7/13/2021,1.41497E+18,Welcome to the Church of Bitcoin   Bet with  via ⟶  √,32655.52,🇺🇸,27978,13367,FALSE,FALSE,8/25/2008 3:17,FALSE,FALSE,13367,0.9,0.8
967,7/13/2021,1.41497E+18,Crazy Horse 3 entertainment venue in Las Vegas to accept bitcoin   Bet with  via ⟶  √,32655.52,🇺🇸,27978,13367,FALSE,FALSE,8/25/2008 3:17,FALSE,FALSE,13367,0.9,-0.6
1009,7/13/2021,1.41497E+18,  is a better inflation hedge than  Bitcoin ,32655.52,"Minneapolis, MN",2342,927,FALSE,FALSE,3/2/2011 18:52,FALSE,FALSE,927,0.5,0.5
1056,7/13/2021,1.41497E+18, Bitcoin dating app?... Sounds like a great way to voluntarily get scammed/robbed. As hard as it is to not talk about.. kind of a later in the relationship reveal.,32655.52,,119,1411,FALSE,FALSE,1/26/2018 6:41,TRUE,FALSE,1411,0.547916667,0.277083333
1066,7/13/2021,1.41497E+18,+ you guys have to protest like you do in europe.+ if you can change thr pollution and the view of the CCP. And stop them from building 170 new atomic reactors in the next 10years. Lesser their coal mines.I will also donate 10-Million US-Dollar in Bitcoin to ,32655.52,planet btc,225,218,FALSE,FALSE,5/11/2020 23:49,TRUE,FALSE,218,0.318181818,0.045454545
1073,7/13/2021,1.41497E+18,Welcome to the Church of Bitcoin   Bet with  via ⟶  √,32655.52,🇺🇸,27974,13367,FALSE,FALSE,8/25/2008 3:17,FALSE,FALSE,13367,0.9,0.8
1078,7/13/2021,1.41497E+18,"All of this hand-wringing and gnashing of teeth about the PA is pathetic. The need for bitcoin has never been clearer, and you're selling because you're scared? Go get some exercise, take a cold shower - have a cry if you need, panic is never the right answer.",32655.52,,214,190,FALSE,FALSE,11/27/2020 14:58,TRUE,FALSE,190,0.845238095,-0.438095238
1084,7/13/2021,1.41497E+18,Crazy Horse 3 entertainment venue in Las Vegas to accept bitcoin   Bet with  via ⟶  √,32655.52,🇺🇸,27974,13367,FALSE,FALSE,8/25/2008 3:17,FALSE,FALSE,13367,0.9,-0.6
1093,7/13/2021,1.41497E+18,Fed's Bullard Says Time Is Right to Scale Back Stimulus; Bitcoin Unmoved   Bet with  via ⟶  √,32655.52,🇺🇸,27974,13367,FALSE,FALSE,8/25/2008 3:17,FALSE,FALSE,13367,0.267857143,0.142857143
1100,7/13/2021,1.41497E+18,"Axie Infinity Game Tokens Skyrocket in Value, AXS and SLP Capture All-Time Price Highs  ",32655.52,Spain,979,777,FALSE,FALSE,3/28/2016 12:03,FALSE,FALSE,777,0.4,-0.4
1105,7/13/2021,1.41497E+18,Nuclear-Powered Ohio Bitcoin Mine To Be 100% Carbon Free  ,32655.52,"Gouda, Nederland",10926,10541,FALSE,FALSE,7/22/2016 14:03,FALSE,FALSE,10541,0.8,0.4
1109,7/13/2021,1.41497E+18,"Axie Infinity Game Tokens Skyrocket in Value, AXS and SLP Capture All-Time Price Highs  MarketsandPrices axieinfinity AxieInfinityplayers axies",32655.52,United Kingdom,6042,987,FALSE,FALSE,5/29/2013 8:17,FALSE,FALSE,987,0.4,-0.4
1122,7/13/2021,1.41497E+18,"MarketsandPrices axieinfinity Axie Infinity Game Tokens Skyrocket in Value, AXS and SLP Capture All-Time Price Highs ",32655.52,,145,276,FALSE,FALSE,8/29/2012 13:59,FALSE,FALSE,276,0.4,-0.4
1140,7/13/2021,1.41497E+18, My question to people who are encouraged to buy bitcoin is why they do not buy it themselves when they know that bitcoin is good and will become expensive? Because they buy at a low price and want to sell it to you at a high price to make a profit. Humans to print people's money,32655.52,South Korea,49,416,FALSE,FALSE,7/3/2020 23:04,TRUE,FALSE,416,0.535,0.09
1170,7/13/2021,1.41497E+18," This project has a very bright future, because I really think this project is too perfect to be true. This is a very cool and innovative project.KUAPE KUCOIN KCC MEME BITCOIN KUAPEFINANCE",32655.52,,9,305,FALSE,FALSE,6/3/2018 16:22,TRUE,FALSE,305,0.688571429,0.487857143
1176,7/13/2021,1.41497E+18,  And you could get paid in Bitcoin when you've planted the backdoor. Then go on vacation and cash it out as they launch the attack while you're far away in a safe country.The huge sums in current ransomware might cause us to see more big insider attacks in the supply chain.,32655.52,Denmark,625,363,FALSE,FALSE,4/1/2009 17:44,FALSE,FALSE,363,0.566666667,0.25
1177,7/13/2021,1.41497E+18,"Everyone Can Get Rewards: 10,000  to Give Away!Join KuCoin for more info &amp; giveawayBNB BSC TRON ETH BITCOIN Crypto CryptocurrencyCTBot Adrop Avg .71 TRX 71 ",32655.52,,629,851,FALSE,FALSE,9/15/2017 5:23,FALSE,FALSE,851,0.5,0.5
1206,7/13/2021,1.41497E+18,"TheCryptoRundown 113: Bitcoin, ETH, Doge and...TomBrady? with guest , CEO of , and crypto options analytics from  is now available. Download from your preferred podcast provider or listen now via ",32655.52,United States of America,24263,109,FALSE,FALSE,7/13/2007 16:14,FALSE,FALSE,109,0.4,0.4
1209,7/13/2021,1.41497E+18, I agree. I think the tweet is fair considering Bitcoin reaction to the CPI news. Perhaps its short sighted but still fair imo.,32655.52,,29,198,FALSE,FALSE,1/18/2020 20:19,TRUE,FALSE,198,0.7,0.466666667
1221,7/13/2021,1.41497E+18,KuApe Finance looks so promising and i can say it is a very strong and organised project. I think the team behind is hard working and looking forward to make some innovation in crypto world.. Good luck guys KUAPE KUCOIN KCC GIVEAWAY MEME BITCOIN KUAPEFINANCE DEX IDO,32655.52,A Quiet Place ,815,1399,FALSE,FALSE,1/18/2018 0:38,TRUE,FALSE,1399,0.659,0.154333333
1230,7/13/2021,1.41497E+18,"  Go ahead, sell to whales dumbass. Bitcoin moved way lower than it should of due to illegal naked short selling by hedge funds. The SEC just made a new rule that covers margin and position limits.",32655.52,The soybean pit.,599,422,FALSE,FALSE,1/26/2016 5:03,FALSE,FALSE,422,0.438257576,-0.098106061
1247,7/13/2021,1.41497E+18,  Oh god Im late as always ,32655.52,Italy,190,181,FALSE,FALSE,1/10/2017 2:10,TRUE,FALSE,181,0.6,-0.3
1256,7/13/2021,1.41497E+18,Hey I joined a network called SurveyJ and earned $270 today! You get paid for surveys and posting on social media. Sign up with my link for an instant $40 signup bonus!  SurveyJ cashapp bitcoin,32655.52,,255,845,FALSE,FALSE,8/24/2012 0:44,TRUE,FALSE,845,0.366666667,0.016666667
1265,7/13/2021,1.41497E+18,". Anchor  on China cracking down on bitcoin: ""This is definitely part of their larger mission to embrace these aspects of digital currency they like while trying to keep out the aspects they don't like... the uncomfortable nature of cryptocurrency."" ",32655.52,United States of America,1155470,293,TRUE,FALSE,1/26/2009 17:44,FALSE,FALSE,293,0.457777778,-0.131111111
1270,7/13/2021,1.41497E+18,Buy Crypto With Your Credit Card / Fast Crypto Exchange  Bitcoin BTC ETH XRP Crypto 11:36 ,32655.52,,10274,3327,FALSE,FALSE,12/5/2013 23:34,TRUE,FALSE,3327,0.6,0.2
1273,7/13/2021,1.41497E+18,Easy &amp; Safe Messaging Platform ICO bitcoin blockchain ethereum via  ,32655.52,United Kingdom,324,1026,FALSE,FALSE,3/7/2011 2:06,TRUE,FALSE,1026,0.666666667,0.466666667
1287,7/13/2021,1.41497E+18, Exactly right! Bitcoin is the future of this industry.,32655.52,United Kingdom,1524,562,FALSE,FALSE,8/17/2010 10:25,FALSE,FALSE,562,0.330357143,0.178571429
1321,7/13/2021,1.41497E+18,"The Bitcoin ETF'S liquidity is welcome in dog, cat, meme coin BinanceSmartChain Ethereum ",32655.52,News Generator,23470,6772,FALSE,TRUE,12/30/2017 6:52,TRUE,FALSE,6772,0.9,0.8
1322,7/13/2021,1.41497E+18, Still haven’t convinced us to any degree why eth is here to stay other than “the network effects look the same as bitcoin”  and don’t see any reason why coins with similar goals won’t keep chipping away at eth,32655.52,United States of America,221,214,FALSE,FALSE,4/30/2012 17:50,TRUE,FALSE,214,0.3,-0.041666667
1328,7/13/2021,1.41497E+18,Lets make Kucoin chain great again :) with  KUAPE KUCOIN KCC MEME BITCOIN KUAPEFINANCE,32655.52,,10,156,FALSE,FALSE,6/23/2020 15:12,TRUE,FALSE,156,0.875,0.65
1342,7/13/2021,1.41497E+18,"EGLD on fireThanks to  tech, Maiar enables anyone to get a Bitcoin wallet in just a few seconds.  ",32655.52,চাঁপাইনবাবগঞ্জ,37,1144,FALSE,TRUE,12/30/2020 10:11,TRUE,FALSE,1144,0.1,-0.2
1374,7/13/2021,1.41497E+18,I believe this is a faithful project. The projector has a lot of attractions so hopefully the project will be better in the future and will be the best.KUAPE KUCOIN KCC MEME BITCOIN KUAPEFINANCE ,32655.52,,256,690,FALSE,FALSE,12/20/2019 14:46,TRUE,FALSE,690,0.3125,0.25
1394,7/13/2021,1.41497E+18,   Hey now HERE is a great use of that energy…. Instead of running Algo’s on billions of power hungry GPUs that the Bitcoin funds just alter to take more and more and more processing per $ earned whenever they want.,32655.52,United States of America,15,147,FALSE,FALSE,11/29/2014 4:44,TRUE,FALSE,147,0.5625,0.575
1401,7/13/2021,1.41497E+18,"And that's why Gemini trading volume is TINY relative to Tether exchanges....IOW, the vast majority of crypto Bitcoin volume is FAKE with FAKE DEMAND. ",32655.52,,3166,3466,FALSE,TRUE,12/4/2017 23:59,TRUE,FALSE,3466,0.7,-0.2
1402,7/13/2021,1.41497E+18, 24/7 stream for Tuesday is LIVE:- Trade bitcoin with  -  and  technical analysis by  - Bitcoin news -  -  interview w/ -  w/  and more! ,32655.52,Malta,4227,1061,FALSE,FALSE,9/12/2018 11:52,FALSE,FALSE,1061,0.366666667,0.253787879
1413,7/13/2021,1.41497E+18,"Crazy Horse 3, one of the largest Las Vegas strip clubs, to start accepting Bitcoin ",32655.52,FinTwit,12913,2105,FALSE,FALSE,7/27/2012 7:56,TRUE,FALSE,2105,0.9,-0.6
1444,7/13/2021,1.41497E+18,Police Set New UK Record Seizing £180 Million Worth of Cryptocurrency,32655.52,"For now, Earth",24292,23360,FALSE,FALSE,12/8/2013 2:06,FALSE,FALSE,23360,0.277272727,0.218181818
1445,7/13/2021,1.41497E+18,"Anyone feel the burning desire for war on the state, and shock and awe treatment on sheep? Sht I have turned into a terrorist, or am I a freedom fighter? I bitcoin as it is the easiest way out of this mess, but I still feel like fcking sht up! Bitcoin",32655.52,Moon then Mars ,12,129,FALSE,FALSE,4/20/2020 20:15,TRUE,FALSE,129,0.175,-0.21875
1452,7/13/2021,1.41497E+18, Artificial Intelligence is to Computer Science as BitCoin is to money.,32655.52,,423,1334,FALSE,FALSE,3/6/2018 17:41,FALSE,FALSE,1334,1,-0.6
1458,7/13/2021,1.41497E+18," You need to find the worst person you know and give them a big hug, because they probably just lost a lot of money on bitcoin today",32655.52,United States of America,1067,380,FALSE,FALSE,3/12/2011 20:28,FALSE,FALSE,380,0.55,-0.5
